"","p","pcc","pccdd","distrito","juntas14","inscr14","pvotosrecibidos14","pvalid14","ppase14","ppac14","ppan14","pde_los_trabajadores14","pfa14","ppin14","ppln14","pml14","ppng14","pppn14","pprc14","pprn14","ppusc14","pnulos14","pblancos14","pabs14","dvotosrecibidos14","dvotosvalidos14","dpase14","dpac14","dpadc14","dpap14","dpan14","dde_los_trabajadores14","dde_los_transportistas14","dfa14","dpin14","dpln14","dml14","dpng14","dnps14","dppid14","dppid_puntarenas14","dppn14","dprc14","dprn14","dpusc14","dverde14","dviviapuntarenas14","dnulos14","dblancos14","dabstencionismo14"
"460",7,702,70207,"La Colonia",11,5415,3571,3499,20,809,19,6,777,4,966,526,2,36,117,34,183,67,5,1844,3572,3481,167,479,NA,NA,62,14,NA,532,4,896,359,45,NA,NA,NA,35,623,80,185,NA,NA,76,15,1843
"461",7,703,70301,"Siquirres",44,21655,12177,11753,101,1536,39,35,2656,18,3771,1929,42,86,302,367,871,363,61,9478,12178,11780,462,1132,NA,NA,187,73,NA,2349,25,3848,897,112,NA,NA,NA,86,1177,542,890,NA,NA,299,99,9477
"462",7,703,70302,"Pacuarito",12,4890,2582,2492,23,231,5,7,431,1,823,601,3,10,149,26,182,75,15,2308,2583,2482,85,276,NA,NA,25,22,NA,374,4,717,250,10,NA,NA,NA,14,396,58,251,NA,NA,76,25,2307
"463",7,703,70303,"Florida",5,1375,917,890,5,133,3,3,146,1,293,139,22,4,25,10,106,21,6,458,917,886,16,154,NA,NA,4,3,NA,109,3,275,28,49,NA,NA,NA,6,75,11,153,NA,NA,22,9,458
"464",7,703,70304,"Germania",5,1968,1222,1187,6,122,2,1,225,2,379,260,3,11,59,19,98,30,5,746,1220,1178,19,110,NA,NA,25,10,NA,182,3,349,121,8,NA,NA,NA,6,170,27,148,NA,NA,22,20,748
"465",7,703,70305,"Cairo",9,4117,2390,2290,22,193,6,6,394,1,671,626,13,24,116,38,180,86,14,1727,2391,2294,94,192,NA,NA,72,21,NA,292,3,635,328,48,NA,NA,NA,19,329,61,200,NA,NA,69,28,1726
"466",7,703,70306,"Alegría",7,3384,2226,2145,16,314,6,11,366,4,811,341,12,12,72,25,155,71,10,1158,2226,2164,42,408,NA,NA,10,19,NA,296,2,733,158,27,NA,NA,NA,26,257,31,155,NA,NA,48,14,1158
"467",7,704,70401,"Bratsi",11,4930,2752,2646,18,166,4,9,736,2,834,419,10,14,108,19,307,73,33,2178,2750,2646,48,160,NA,NA,3,17,NA,500,9,689,307,6,NA,NA,NA,16,356,42,493,NA,NA,65,39,2180
"468",7,704,70402,"Sixaola",8,3898,2061,1962,5,160,5,8,489,1,446,387,6,13,186,16,240,83,16,1837,2061,1967,26,139,NA,NA,3,10,NA,325,3,351,208,9,NA,NA,NA,18,383,31,461,NA,NA,74,20,1837
"469",7,704,70403,"Cahuita",11,4645,2484,2390,5,227,3,14,387,2,774,493,5,14,80,41,345,77,17,2161,2482,2393,17,161,NA,NA,4,12,NA,248,8,631,226,4,NA,NA,NA,19,167,39,857,NA,NA,70,19,2163
"470",7,704,70404,"Telire",10,4099,2001,1938,8,65,2,2,586,3,473,179,9,6,58,36,511,40,23,2098,1997,1906,24,68,NA,NA,5,8,NA,486,6,404,104,10,NA,NA,NA,11,125,35,620,NA,NA,59,32,2102
"471",7,705,70501,"Matina",12,4839,2744,2631,17,114,5,6,474,1,982,682,6,8,103,25,208,89,24,2095,2741,2618,78,182,NA,NA,6,14,NA,381,5,778,390,6,NA,NA,NA,9,417,49,303,NA,NA,83,40,2098
"472",7,705,70502,"Batán",21,9824,5884,5623,27,428,10,13,1099,9,1815,1327,16,27,223,70,559,219,42,3940,5884,5607,125,332,NA,NA,10,23,NA,757,21,1106,746,72,NA,NA,NA,29,1426,148,812,NA,NA,213,64,3940
"473",7,705,70503,"Carrandi",10,5174,3077,2919,22,177,7,6,435,7,968,775,5,8,180,37,292,140,18,2097,3078,2935,69,163,NA,NA,5,12,NA,350,35,746,399,9,NA,NA,NA,21,624,53,449,NA,NA,91,52,2096
"474",7,706,70601,"Guácimo",23,11823,6915,6660,50,1245,31,25,1403,7,1846,1236,25,45,126,190,431,219,36,4908,6912,6685,271,958,NA,NA,374,51,NA,1041,27,1558,718,75,NA,NA,NA,83,636,384,509,NA,NA,183,44,4911
"475",7,706,70602,"Mercedes",2,836,589,571,5,131,3,1,107,1,137,79,4,5,16,35,47,18,0,247,589,568,16,102,NA,NA,9,1,NA,81,2,112,23,6,NA,NA,NA,7,115,21,73,NA,NA,17,4,247
"476",7,706,70603,"Pocora",10,4158,2606,2526,23,294,7,13,467,2,690,605,17,12,115,42,239,69,11,1552,2605,2531,77,234,NA,NA,119,18,NA,302,6,540,277,64,NA,NA,NA,11,495,93,295,NA,NA,60,14,1553
"477",7,706,70604,"Río Jiménez",10,5729,3442,3284,38,279,28,7,746,10,766,756,9,11,207,188,239,136,22,2287,3441,3283,184,221,NA,NA,156,32,NA,491,6,600,364,44,NA,NA,NA,25,656,208,296,NA,NA,112,46,2288
"478",7,706,70605,"Duacarí",7,3636,2102,2020,25,257,5,7,512,5,516,421,3,8,79,17,165,73,9,1534,2095,2008,105,228,NA,NA,94,15,NA,359,11,425,208,9,NA,NA,NA,13,329,35,177,NA,NA,70,17,1541
"479",8,801,80101,"Alemania",1,166,75,75,0,40,0,0,23,0,8,1,0,2,0,0,1,0,0,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",8,802,80201,"Argentina",1,128,68,67,0,25,0,0,24,0,12,4,0,0,0,0,2,1,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",8,803,80301,"Austria",1,51,24,24,0,11,0,0,6,0,6,1,0,0,0,0,0,0,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",8,804,80401,"Bélgica",1,53,38,38,0,21,0,0,8,0,6,3,0,0,0,0,0,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",8,805,80501,"Belice",1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",8,806,80601,"Brasil",1,33,11,11,0,6,0,0,1,0,2,2,0,0,0,0,0,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",8,807,80701,"Canadá",2,484,99,97,1,41,0,1,15,1,24,8,1,0,0,0,5,2,0,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",8,808,80801,"Chile",1,115,70,68,0,28,0,0,10,0,14,12,0,2,1,0,1,2,0,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",8,809,80901,"China",1,71,29,27,0,17,0,0,2,0,3,3,0,0,0,0,2,2,0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",8,810,81001,"Colombia",1,138,27,27,0,10,0,0,5,0,10,1,0,0,0,0,1,0,0,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",8,811,81101,"Corea",1,21,15,15,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",8,812,81201,"Cuba",1,31,19,19,0,4,0,1,8,0,5,0,0,0,1,0,0,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",8,813,81301,"Ecuador",1,47,14,14,0,4,0,0,5,0,4,0,0,1,0,0,0,0,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",8,814,81401,"Estados Unidos",16,8316,993,970,1,400,3,0,120,0,258,108,2,14,2,8,54,23,0,7323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",8,815,81501,"Salvador",1,169,95,95,1,28,0,0,14,0,42,10,0,0,0,0,0,0,0,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",8,816,81601,"España",1,368,111,108,0,53,0,0,18,0,26,7,0,2,0,0,2,3,0,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",8,817,81701,"Francia",1,191,102,100,0,41,0,1,29,0,18,5,0,0,0,0,6,0,2,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",8,818,81801,"Guatemala",1,227,124,122,0,38,0,0,10,1,45,19,0,0,0,0,9,2,0,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",8,819,81901,"Honduras",1,146,73,71,0,28,0,0,4,0,29,7,0,0,0,1,2,2,0,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",8,820,82001,"Israel",1,41,17,17,0,2,0,0,0,0,12,3,0,0,0,0,0,0,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",8,821,82101,"Italia",1,114,52,50,0,20,0,0,3,0,21,1,0,2,0,0,3,2,0,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",8,822,82201,"Japón",1,39,15,15,0,6,0,0,3,0,3,0,0,0,0,2,1,0,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",8,823,82301,"México",2,418,155,153,0,70,0,1,20,0,36,15,1,5,0,0,5,2,0,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",8,824,82401,"Nicaragua",3,130,52,47,0,16,0,0,4,0,19,5,0,0,0,1,2,5,0,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",8,825,82501,"Noruega",1,40,21,21,0,7,0,1,9,0,2,1,0,0,0,0,1,0,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",8,826,82601,"Países Bajos [Holanda]",1,100,53,53,0,38,0,0,10,0,5,0,0,0,0,0,0,0,0,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",8,827,82701,"Panamá",2,212,76,74,0,33,0,0,4,0,27,5,0,1,0,0,4,2,0,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",8,828,82801,"Perú",1,89,39,38,0,13,0,0,5,0,14,2,0,0,1,1,2,1,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",8,829,82901,"Inglaterra",1,111,64,63,0,35,0,0,10,0,8,5,0,0,0,0,5,1,0,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",8,830,83001,"República Dominicana",1,83,44,42,0,15,0,0,2,0,14,6,0,1,0,2,2,2,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",8,831,83101,"Rusia",1,26,10,10,0,3,1,0,4,0,1,1,0,0,0,0,0,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510",8,832,83201,"Singapur",1,28,13,13,0,4,0,0,0,0,7,1,0,0,0,0,1,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",8,833,83301,"Suiza",1,162,65,65,0,30,0,0,13,0,16,4,0,1,0,0,1,0,0,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",8,834,83401,"Trinidad y Tobago",1,4,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",8,835,83501,"Uruguay",1,15,8,8,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",8,836,83601,"Venezuela",1,162,33,33,0,12,0,0,3,0,15,3,0,0,0,0,0,0,0,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515",8,837,83701,"India",1,6,4,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",8,838,83801,"Qatar",1,19,11,11,0,3,0,0,0,0,7,1,0,0,0,0,0,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517",8,839,83901,"Bolivia",1,31,13,13,0,7,0,0,2,0,3,1,0,0,0,0,0,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",8,840,84001,"Paraguay",1,10,9,9,0,1,0,1,2,0,4,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",8,841,84101,"Australia",1,56,27,27,0,16,1,0,5,0,4,0,0,0,0,0,1,0,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
